,Longitude,Latitude,xm,ym,zm_depth,zm,xkm,ykm,zkm,dem_m,date,mean_tds_t,var_tds_t,sigma_tds_t,mean_tds,sigma_tds,mean_temp_t,var_temp_t,sigma_temp_t,mean_temp,sigma_temp,mean_res_t,var_res_t,sigma_res_t,mean_res,sigma_res,mean_por_t,var_por_t,sigma_por_t,mean_por,sigma_por,mean_bicarb,var_bicarb,sigma_bicarb
136556,-120.8766440785,35.9578158484,-78.9776018542,-228.4379432265,64.96630859375,70.0,-78.9776018542,-228.4379432265,0.07,134.97,2017.667,6.35598,0.11602,0.341,576.0,214.0,-0.00355,0.02988,0.173,23.7,4.2,3.16416,0.06127,0.248,23.7,6.1,-1.1081,0.0115,0.1072,0.3302,0.0357,0.409,0.0221,0.1487
239550,-120.9148147368,36.0113761515,-82.358903939,-222.4547986008,435.9682083129883,-310.0,-82.358903939,-222.4547986008,-0.31,125.97,2017.667,8.04034,0.17398,0.417,3104.0,1476.0,0.32645,0.06436,0.254,41.4,13.0,1.96423,0.08811,0.297,7.1,2.3,-1.1465,0.0126,0.1122,0.3177,0.036,0.3352,0.0646,0.2542
154465,-120.8367383902,35.9751441818,-75.3655689539,-226.5452218963,116.88055419921876,150.0,-75.3655689539,-226.5452218963,0.15,266.88,2017.667,6.45995,0.18205,0.427,639.0,313.0,-0.02239,0.06405,0.253,22.9,8.0,3.1181,0.09359,0.306,22.6,7.4,-1.1049,0.0126,0.1122,0.3312,0.0375,0.4897,0.0511,0.2261
71518,-120.9044045573,35.9688429696,-81.4668048999,-227.1893304471,123.23396301269533,120.0,-81.4668048999,-227.1893304471,0.12,243.23,2017.667,5.84439,0.19246,0.439,345.0,175.0,-0.02344,0.06466,0.254,22.8,8.1,3.5305,0.10027,0.317,34.1,11.7,-1.0945,0.0141,0.1187,0.3347,0.0402,0.6009,0.0342,0.1849
66788,-120.911344677,35.9609664545,-82.1003486902,-228.0584310707,428.5341033935547,-200.0,-82.1003486902,-228.0584310707,-0.2,228.53,2017.667,7.1771,0.23791,0.488,1309.0,764.0,0.2224,0.06454,0.254,35.2,11.4,2.58057,0.11647,0.341,13.2,4.9,-1.1635,0.0129,0.1136,0.3124,0.0358,0.3739,0.0692,0.2631
406151,-120.7916276122,35.9593911514,-71.3171231055,-228.3303110842,797.5866394042969,-470.0,-71.3171231055,-228.3303110842,-0.47,327.59,2017.667,8.61921,0.2242,0.473,5537.0,3105.0,0.53278,0.06702,0.259,55.9,17.3,1.45594,0.11148,0.334,4.3,1.6,-1.1299,0.0132,0.1149,0.3231,0.0375,0.1132,0.052,0.228
337792,-120.7968327019,35.8853519088,-71.8551704624,-236.5520888683,702.3540649414062,-420.0,-71.8551704624,-236.5520888683,-0.42,282.35,2017.667,7.85052,0.34191,0.585,2567.0,1945.0,0.42758,0.06781,0.26,48.1,15.3,2.01466,0.16291,0.404,7.5,3.4,-1.0985,0.0145,0.1204,0.3334,0.0406,0.3378,0.0713,0.267
177739,-120.8662338989,35.9908972121,-78.0061844325,-224.771162275,592.2905426025391,-390.0,-78.0061844325,-224.771162275,-0.39,202.29,2017.667,8.94305,0.15854,0.398,7655.0,3434.0,0.45956,0.06203,0.249,50.4,15.0,1.27106,0.0831,0.288,3.6,1.1,-1.1349,0.0116,0.1077,0.3215,0.0349,0.0758,0.0324,0.18
323657,-120.8245931807,35.9278850907,-74.3173372321,-231.8053321138,272.6564178466797,-20.0,-74.3173372321,-231.8053321138,-0.02,252.66,2017.667,6.77604,0.13566,0.368,877.0,358.0,0.16012,0.05557,0.236,31.8,9.3,2.90492,0.07064,0.266,18.3,5.1,-1.2305,0.0114,0.1068,0.2921,0.0315,0.3459,0.0604,0.2458
142205,-120.864498869,35.9656923636,-77.8754806555,-227.5729008991,300.8950500488281,-140.0,-77.8754806555,-227.5729008991,-0.14,160.9,2017.667,7.89875,0.1334,0.365,2694.0,1088.0,0.26515,0.04837,0.22,37.7,9.7,2.09069,0.0688,0.262,8.1,2.2,-1.1806,0.0111,0.1054,0.3071,0.0326,0.2731,0.0629,0.2508
294281,-120.8211231209,35.9168579695,-74.0152129381,-233.0331490132,869.2785339355469,-560.0,-74.0152129381,-233.0331490132,-0.56,309.28,2017.667,8.90893,0.17552,0.419,7398.0,3538.0,0.61049,0.06335,0.252,62.1,18.3,1.28004,0.09082,0.301,3.6,1.2,-1.1633,0.0126,0.1122,0.3125,0.0354,0.198,0.0375,0.1936
152768,-120.8367383902,35.9704182727,-75.3702030083,-227.0702802419,894.5885620117188,-620.0,-75.3702030083,-227.0702802419,-0.62,274.59,2017.667,8.77966,0.16933,0.411,6501.0,3039.0,0.55655,0.06311,0.251,57.7,17.1,1.35374,0.08834,0.297,3.9,1.2,-1.1597,0.0121,0.11,0.3136,0.0348,0.0593,0.0308,0.1755
225576,-120.8905243179,36.0271291819,-80.1557121017,-220.7253883737,112.77359008789062,80.0,-80.1557121017,-220.7253883737,0.08,192.77,2017.667,7.54859,0.19989,0.447,1898.0,987.0,0.04217,0.06753,0.26,25.8,9.2,2.37019,0.10141,0.318,10.7,3.7,-1.0926,0.0139,0.1179,0.3353,0.04,0.4276,0.0558,0.2362
87525,-120.8905243179,35.984596,-80.2001002491,-225.4509765716,321.8999938964844,-190.0,-80.2001002491,-225.4509765716,-0.19,131.9,2017.667,7.56157,0.18529,0.43,1923.0,952.0,0.20361,0.06128,0.248,34.1,10.7,2.32187,0.09206,0.303,10.2,3.3,-1.1429,0.013,0.114,0.3189,0.0367,0.3574,0.0684,0.2615
26135,-120.8783791084,35.9278850907,-79.1647167042,-231.7617960789,367.1949157714844,-110.0,-79.1647167042,-231.7617960789,-0.11,257.19,2017.667,7.12979,0.19591,0.443,1249.0,641.0,0.20437,0.06258,0.25,34.2,10.9,2.65845,0.09858,0.314,14.3,4.8,-1.238,0.0116,0.1077,0.29,0.0315,0.312,0.0603,0.2456
411394,-120.7708072531,35.9562405454,-69.4443207664,-228.6958046688,284.3814392089844,120.0,-69.4443207664,-228.6958046688,0.12,404.38,2017.667,6.97755,0.20257,0.45,1072.0,562.0,0.0752,0.06869,0.262,27.4,9.8,2.75792,0.10059,0.317,15.8,5.4,-1.1443,0.0137,0.117,0.3184,0.0377,0.4048,0.0685,0.2617
345904,-120.7933626421,35.8979543331,-71.5305453866,-235.1546175112,592.7705993652344,-300.0,-71.5305453866,-235.1546175112,-0.3,292.77,2017.667,7.74112,0.3278,0.573,2301.0,1688.0,0.35385,0.06649,0.258,43.2,13.8,2.12994,0.15659,0.396,8.4,3.7,-1.1185,0.0144,0.12,0.3268,0.0396,0.35,0.0723,0.2689
288835,-120.8228581508,35.9026802422,-74.1852739273,-234.6069131423,207.3294372558593,60.0,-74.1852739273,-234.6069131423,0.06,267.33,2017.667,6.79049,0.17314,0.416,889.0,422.0,0.1161,0.06501,0.255,29.5,9.9,2.86854,0.08805,0.297,17.6,5.6,-1.1545,0.0121,0.11,0.3152,0.035,0.3964,0.0661,0.2571
419179,-120.8263282107,35.9436381211,-74.458450343,-230.0538114428,856.8220520019531,-600.0,-74.458450343,-230.0538114428,-0.6,256.82,2017.667,8.99396,0.31478,0.561,8054.0,5734.0,0.66577,0.06401,0.253,66.9,19.7,1.17172,0.14922,0.386,3.2,1.4,-1.1349,0.0123,0.1109,0.3215,0.036,0.1367,0.0771,0.2777
419952,-120.8228581508,35.9452134241,-74.1442604153,-229.8815141052,436.7648010253906,-160.0,-74.1442604153,-229.8815141052,-0.16,276.76,2017.667,8.07919,0.20509,0.453,3227.0,1706.0,0.29354,0.06098,0.247,39.4,12.0,1.93171,0.10205,0.319,6.9,2.4,-1.1218,0.0122,0.1105,0.3257,0.0363,0.3227,0.0703,0.2651
36623,-120.8575587493,35.940487515,-77.2756500048,-230.3788529565,734.5090484619141,-530.0,-77.2756500048,-230.3788529565,-0.53,204.51,2017.667,8.93382,0.16011,0.4,7584.0,3424.0,0.69108,0.03286,0.181,69.1,13.1,1.24371,0.08033,0.283,3.5,1.0,-1.1743,0.0116,0.1077,0.309,0.0336,0.211,0.0306,0.1749
307679,-120.8159180311,35.9200085756,-73.5430305909,-232.6871709806,541.0282897949219,-230.0,-73.5430305909,-232.6871709806,-0.23,311.03,2017.667,8.00539,0.25058,0.501,2997.0,1813.0,0.36153,0.06044,0.246,43.7,13.0,1.94216,0.12174,0.349,7.0,2.7,-1.1031,0.0133,0.1153,0.3318,0.0387,0.3328,0.0716,0.2676
249184,-120.8957294076,36.0176773637,-80.6341278787,-221.771114679,501.4978790283203,-360.0,-80.6341278787,-221.771114679,-0.36,141.5,2017.667,8.77284,0.18175,0.426,6456.0,3157.0,0.38866,0.06644,0.258,45.5,14.4,1.42777,0.09199,0.303,4.2,1.4,-1.115,0.0128,0.1131,0.3279,0.0375,0.2459,0.0608,0.2466
132371,-120.8922593478,35.9609664545,-80.3810590912,-228.0747851435,730.6661682128906,-470.0,-80.3810590912,-228.0747851435,-0.47,260.67,2017.667,8.04969,0.16501,0.406,3133.0,1441.0,0.48691,0.06082,0.247,52.4,15.3,1.84334,0.08574,0.293,6.3,2.0,-1.0659,0.0115,0.1072,0.3444,0.0373,0.3523,0.0377,0.1942
293638,-120.8245931807,35.9184332725,-74.3264705589,-232.8554201641,776.8998413085938,-510.0,-74.3264705589,-232.8554201641,-0.51,266.9,2017.667,8.92246,0.15951,0.399,7499.0,3377.0,0.58488,0.06175,0.248,60.0,17.5,1.25952,0.08448,0.291,3.5,1.1,-1.1326,0.0124,0.1114,0.3222,0.0362,0.1987,0.0285,0.1688
214796,-120.864498869,36.0224032728,-77.8180264394,-221.2721422245,254.2879943847656,10.0,-77.8180264394,-221.2721422245,0.01,264.29,2017.667,7.6559,0.28699,0.536,2113.0,1406.0,0.14608,0.06673,0.258,31.0,10.5,2.26998,0.1383,0.372,9.7,4.0,-1.1238,0.0138,0.1175,0.325,0.0386,0.3604,0.0709,0.2663
71717,-120.9044045573,35.9704182727,-81.4651353046,-227.0143124574,543.6620941162109,-320.0,-81.4651353046,-227.0143124574,-0.32,223.66,2017.667,7.2563,0.18386,0.429,1417.0,698.0,0.32482,0.06368,0.252,41.3,12.9,2.48617,0.0932,0.305,12.0,3.9,-1.1439,0.0121,0.11,0.3186,0.0354,0.4222,0.0514,0.2267
241968,-120.9165497667,36.0129514546,-82.5134082253,-222.2782680314,557.7292861938477,-430.0,-82.5134082253,-222.2782680314,-0.43,127.73,2017.667,8.96778,0.20654,0.454,7846.0,4167.0,0.42485,0.06599,0.257,47.9,15.0,1.2984,0.10311,0.321,3.7,1.3,-1.1317,0.0131,0.1145,0.3225,0.0373,0.2365,0.0592,0.2433
60803,-120.887054258,35.9467887272,-79.9268993243,-229.654335803,349.1042175292969,-110.0,-79.9268993243,-229.654335803,-0.11,239.1,2017.667,7.07958,0.17133,0.414,1187.0,559.0,0.19831,0.06099,0.247,33.9,10.6,2.67621,0.08777,0.296,14.5,4.6,-1.2208,0.0113,0.1063,0.295,0.0316,0.2886,0.0571,0.239
378347,-120.8003027618,35.9436381211,-72.1134162602,-230.073928824,144.15560913085938,130.0,-72.1134162602,-230.073928824,0.13,274.16,2017.667,6.83742,0.16895,0.411,932.0,435.0,0.04766,0.06511,0.255,26.1,9.0,2.8426,0.08634,0.294,17.2,5.4,-1.119,0.0126,0.1122,0.3266,0.037,0.4132,0.0638,0.2526
397958,-120.7829524625,35.9530899393,-70.5413849312,-229.0368755878,972.6572265625,-590.0,-70.5413849312,-229.0368755878,-0.59,382.66,2017.667,8.95861,0.34485,0.587,7775.0,5928.0,0.64328,0.06987,0.264,64.9,20.3,1.21918,0.16386,0.405,3.4,1.6,-1.1554,0.0142,0.1192,0.3149,0.0379,0.1438,0.0754,0.2746
340950,-120.795097672,35.891653121,-71.6928451363,-235.8533560262,726.3148803710938,-430.0,-71.6928451363,-235.8533560262,-0.43,296.31,2017.667,7.97397,0.33213,0.576,2904.0,2152.0,0.44318,0.06726,0.259,49.2,15.5,1.92276,0.15851,0.398,6.8,3.1,-1.0915,0.0143,0.1196,0.3357,0.0406,0.3317,0.0702,0.265
233817,-120.909609647,36.0113761515,-81.8903147477,-222.4593073298,256.42771911621094,-130.0,-81.8903147477,-222.4593073298,-0.13,126.43,2017.667,7.61757,0.23701,0.487,2034.0,1184.0,0.14575,0.06151,0.248,31.0,9.9,2.29872,0.11551,0.34,10.0,3.7,-1.128,0.0139,0.1179,0.3237,0.0386,0.3649,0.0711,0.2666
257785,-120.8974644376,36.0224032728,-80.7853412183,-221.2445684909,352.5599975585937,-210.0,-80.7853412183,-221.2445684909,-0.21,142.56,2017.667,7.91277,0.17725,0.421,2732.0,1315.0,0.29514,0.06684,0.259,39.5,12.8,2.07905,0.08973,0.3,8.0,2.6,-1.1713,0.0127,0.1127,0.31,0.0353,0.3496,0.0679,0.2606
118743,-120.8610288091,35.9546652423,-77.5740271653,-228.8008700511,14.048965454101562,140.0,-77.5740271653,-228.8008700511,0.14,154.05,2017.667,5.84215,0.13291,0.365,345.0,139.0,0.09175,0.01043,0.102,28.3,1.4,3.48977,0.06563,0.256,32.8,8.8,-1.1022,0.012,0.1095,0.3321,0.0367,0.5829,0.0277,0.1664
374824,-120.795097672,35.937336909,-71.6502799364,-230.7779426121,591.8855590820312,-270.0,-71.6502799364,-230.7779426121,-0.27,321.89,2017.667,8.4834,0.23928,0.489,4834.0,2833.0,0.40164,0.06498,0.255,46.3,14.4,1.58916,0.11712,0.342,4.9,1.8,-1.0753,0.0131,0.1145,0.3412,0.0394,0.2846,0.0692,0.2631
142129,-120.8766440785,35.9688429696,-78.9662734524,-227.212818308,227.7673492431641,-90.0,-78.9662734524,-227.212818308,-0.09,137.77,2017.667,7.13832,0.12179,0.349,1259.0,482.0,0.09716,0.05599,0.237,28.5,8.6,2.648,0.06458,0.254,14.1,3.8,-1.1888,0.011,0.1049,0.3046,0.0322,0.2578,0.0517,0.2274
19718,-120.864498869,35.9200085756,-77.9217618769,-232.648364943,495.7467803955078,-290.0,-77.9217618769,-232.648364943,-0.29,205.75,2017.667,7.4576,0.18847,0.434,1733.0,867.0,0.37481,0.06257,0.25,44.5,13.6,2.29772,0.09481,0.308,10.0,3.3,-1.103,0.0122,0.1105,0.3319,0.037,0.3698,0.0679,0.2606
294424,-120.8228581508,35.9168579695,-74.171602869,-233.0317930774,248.88247680664065,60.0,-74.171602869,-233.0317930774,0.06,308.88,2017.667,6.8638,0.15382,0.392,957.0,421.0,0.11277,0.06139,0.248,29.3,9.4,2.82161,0.07954,0.282,16.8,5.0,-1.1553,0.0118,0.1086,0.315,0.0345,0.3887,0.0621,0.2492
349048,-120.7985677319,35.9026802422,-71.9954091027,-234.6256392531,774.8487548828125,-450.0,-71.9954091027,-234.6256392531,-0.45,324.85,2017.667,8.3571,0.29309,0.541,4260.0,2879.0,0.48024,0.06636,0.258,51.9,16.1,1.64385,0.14146,0.376,5.2,2.2,-1.0766,0.0138,0.1175,0.3408,0.0404,0.2961,0.0636,0.2522
162723,-120.8783791084,35.9767194848,-79.114449095,-226.3362780014,29.2200927734375,110.0,-79.114449095,-226.3362780014,0.11,139.22,2017.667,6.11252,0.11951,0.346,451.0,171.0,-0.01554,0.06016,0.245,23.2,7.7,3.34438,0.06784,0.26,28.3,7.8,-1.0982,0.0127,0.1127,0.3335,0.0379,0.5373,0.0214,0.1463
335406,-120.8089779114,35.9420628181,-72.8965883129,-230.2423114656,315.9869689941406,20.0,-72.8965883129,-230.2423114656,0.02,335.99,2017.667,6.83939,0.17029,0.413,934.0,438.0,0.14225,0.06348,0.252,30.8,10.1,2.85111,0.08703,0.295,17.3,5.5,-1.2003,0.0119,0.1091,0.3011,0.0331,0.3545,0.0605,0.246
182543,-120.8818491682,35.9987737273,-79.4041921796,-223.8830942926,282.6742858886719,-140.0,-79.4041921796,-223.8830942926,-0.14,142.67,2017.667,7.76349,0.22513,0.474,2353.0,1323.0,0.16884,0.06326,0.252,32.2,10.4,2.19926,0.11031,0.332,9.0,3.3,-1.1366,0.0134,0.1158,0.3209,0.0375,0.3523,0.0696,0.2638
145221,-120.8575587493,35.9609664545,-77.2550697057,-228.103633118,175.283203125,50.0,-77.2550697057,-228.103633118,0.05,225.28,2017.667,6.87505,0.10399,0.322,968.0,337.0,0.05982,0.04803,0.219,26.7,7.2,2.80282,0.0579,0.241,16.5,4.1,-1.1287,0.0108,0.1039,0.3235,0.0339,0.3247,0.0226,0.1503
233312,-120.8974644376,36.0129514546,-80.7952821874,-222.2947053717,460.7943572998047,-320.0,-80.7952821874,-222.2947053717,-0.32,140.79,2017.667,8.09165,0.16266,0.403,3267.0,1489.0,0.33888,0.06577,0.256,42.2,13.4,1.92168,0.08345,0.289,6.8,2.1,-1.1416,0.0123,0.1109,0.3193,0.0357,0.3287,0.0622,0.2494
245161,-120.8887892879,36.0066502424,-80.0208779445,-223.0021513603,229.7778778076172,-90.0,-80.0208779445,-223.0021513603,-0.09,139.78,2017.667,7.64199,0.21056,0.459,2084.0,1121.0,0.123,0.06477,0.254,29.8,10.0,2.28365,0.10434,0.323,9.8,3.4,-1.121,0.0129,0.1136,0.326,0.0374,0.3498,0.0676,0.26
173756,-120.8471485697,35.9908972121,-76.2875566566,-224.786692243,732.1462554931641,-530.0,-76.2875566566,-224.786692243,-0.53,202.15,2017.667,8.9276,0.26915,0.519,7537.0,4792.0,0.59095,0.06577,0.256,60.5,18.3,1.26811,0.1313,0.362,3.6,1.4,-1.1831,0.0126,0.1122,0.3063,0.0347,0.0908,0.0534,0.2311
404528,-120.7916276122,35.9546652423,-71.3215072925,-228.8553668821,805.0920715332031,-500.0,-71.3215072925,-228.8553668821,-0.5,305.09,2017.667,8.68835,0.23545,0.485,5933.0,3439.0,0.56357,0.06706,0.259,58.3,18.0,1.41291,0.11677,0.342,4.1,1.5,-1.1497,0.0135,0.1162,0.3167,0.0372,0.1098,0.0497,0.2229
29223,-120.8749090485,35.9326109998,-78.8471379679,-231.2396441604,228.55029296875,-10.0,-78.8471379679,-231.2396441604,-0.01,218.55,2017.667,6.59257,0.16765,0.409,730.0,339.0,0.12171,0.06094,0.247,29.8,9.5,2.98895,0.08658,0.294,19.9,6.2,-1.1589,0.0113,0.1063,0.3138,0.0336,0.3552,0.0471,0.217
133420,-120.8922593478,35.9625417575,-80.3794119236,-227.8997677233,740.1404418945312,-510.0,-80.3794119236,-227.8997677233,-0.51,230.14,2017.667,8.41139,0.15344,0.392,4498.0,1978.0,0.51497,0.06032,0.246,54.5,15.8,1.62031,0.08093,0.284,5.1,1.5,-1.0903,0.0113,0.1063,0.3361,0.036,0.3713,0.0311,0.1764
467541,-120.8315333004,35.987746606,-74.8844745362,-225.1491835744,777.0938720703125,-550.0,-74.8844745362,-225.1491835744,-0.55,227.09,2017.667,8.89938,0.29927,0.547,7327.0,5027.0,0.5967,0.06697,0.259,61.0,18.7,1.28258,0.14437,0.38,3.6,1.5,-1.1772,0.013,0.114,0.3081,0.0355,0.1043,0.0596,0.2441
417719,-120.7933626421,35.9767194848,-71.4573162879,-226.4037881737,878.978271484375,-620.0,-71.4573162879,-226.4037881737,-0.62,258.98,2017.667,9.17927,0.39329,0.627,9694.0,8191.0,0.64488,0.07106,0.267,65.0,20.6,1.07095,0.18452,0.43,2.9,1.4,-1.1509,0.0142,0.1192,0.3164,0.0381,0.1334,0.0889,0.2982
314567,-120.84194348,35.9184332725,-75.8903362146,-232.8416750582,447.178939819336,-200.0,-75.8903362146,-232.8416750582,-0.2,247.18,2017.667,7.67434,0.22348,0.473,2152.0,1204.0,0.33145,0.06198,0.249,41.7,12.7,2.18672,0.11016,0.332,8.9,3.2,-1.1249,0.0128,0.1131,0.3247,0.0371,0.3532,0.0711,0.2666
117351,-120.8662338989,35.9515146363,-78.0461627546,-229.1466322856,149.90016174316406,-10.0,-78.0461627546,-229.1466322856,-0.01,139.9,2017.667,6.66788,0.09666,0.311,787.0,263.0,0.17646,0.01922,0.139,32.7,3.9,2.89751,0.0502,0.224,18.1,4.2,-1.1634,0.0103,0.1015,0.3124,0.032,0.2292,0.0317,0.178
359326,-120.7742773129,35.9121320604,-69.7969635978,-233.5937211799,847.1503601074219,-540.0,-69.7969635978,-233.5937211799,-0.54,307.15,2017.667,8.93496,0.25569,0.506,7593.0,4657.0,0.55236,0.06846,0.262,57.4,18.0,1.24776,0.12534,0.354,3.5,1.4,-1.1082,0.0141,0.1187,0.3302,0.0396,0.205,0.0545,0.2335
364034,-120.7742773129,35.9152826665,-69.7941049359,-233.2436921842,766.1763916015625,-440.0,-69.7941049359,-233.2436921842,-0.44,326.18,2017.667,8.63519,0.30352,0.551,5626.0,3899.0,0.4945,0.06777,0.26,52.9,16.6,1.45673,0.14621,0.382,4.3,1.8,-1.0854,0.0141,0.1187,0.3378,0.0405,0.2531,0.0636,0.2522
267882,-120.8072428815,35.8885025149,-72.7909157524,-236.1941249905,732.9283599853516,-490.0,-72.7909157524,-236.1941249905,-0.49,242.93,2017.667,8.12965,0.30066,0.548,3394.0,2336.0,0.48706,0.0674,0.26,52.4,16.4,1.79855,0.14491,0.381,6.0,2.6,-1.0828,0.0141,0.1187,0.3386,0.0406,0.3273,0.0644,0.2538
327335,-120.8211231209,35.937336909,-73.9955072921,-230.7579523378,808.5044555664062,-500.0,-73.9955072921,-230.7579523378,-0.5,308.5,2017.667,8.79035,0.18829,0.434,6571.0,3286.0,0.59732,0.06294,0.251,61.0,18.0,1.34995,0.09657,0.311,3.9,1.3,-1.1674,0.0125,0.1118,0.3112,0.0351,0.1251,0.0373,0.1931
219068,-120.8749090485,36.030279788,-78.7469982596,-220.3884260016,387.9566955566406,-200.0,-78.7469982596,-220.3884260016,-0.2,187.96,2017.667,8.30615,0.17313,0.416,4049.0,1919.0,0.35978,0.06803,0.261,43.6,14.1,1.76083,0.08805,0.297,5.8,1.8,-1.1316,0.0131,0.1145,0.3225,0.0373,0.2919,0.0654,0.2557
156173,-120.8506186296,35.9767194848,-76.614167527,-226.3590771157,794.1752319335938,-590.0,-76.614167527,-226.3590771157,-0.59,204.18,2017.667,8.75063,0.16101,0.401,6315.0,2861.0,0.54961,0.06262,0.25,57.2,16.9,1.3925,0.08471,0.291,4.0,1.2,-1.1755,0.0121,0.11,0.3087,0.0343,0.0901,0.0303,0.1741
34267,-120.8662338989,35.9341863029,-78.0637529325,-231.0718080215,741.6016540527344,-600.0,-78.0637529325,-231.0718080215,-0.6,141.6,2017.667,8.96691,0.17425,0.417,7839.0,3732.0,0.59551,0.05734,0.239,60.9,16.8,1.27002,0.08961,0.299,3.6,1.1,-1.1674,0.0118,0.1086,0.3112,0.0341,0.2911,0.0364,0.1908
52952,-120.8766440785,35.9546652423,-78.9808385274,-228.7879775064,185.5494079589844,-50.0,-78.9808385274,-228.7879775064,-0.05,135.55,2017.667,6.8461,0.10765,0.328,940.0,335.0,0.14404,0.03155,0.178,30.9,5.8,2.81442,0.05585,0.236,16.7,4.1,-1.1845,0.0107,0.1034,0.3059,0.0319,0.2525,0.0441,0.21
426436,-120.8297982705,35.9593911514,-74.7558025879,-228.3009060303,325.9585418701172,-120.0,-74.7558025879,-228.3009060303,-0.12,205.96,2017.667,7.57958,0.16482,0.406,1958.0,900.0,0.19585,0.06145,0.248,33.7,10.6,2.3667,0.08439,0.29,10.7,3.3,-1.2445,0.0116,0.1077,0.2881,0.0313,0.2648,0.0586,0.2421
9210,-120.8454135398,35.9011049392,-76.2202761145,-234.7640344079,280.0783386230469,-70.0,-76.2202761145,-234.7640344079,-0.07,210.08,2017.667,7.1869,0.1804,0.425,1322.0,643.0,0.22195,0.06464,0.254,35.2,11.4,2.60651,0.09038,0.301,13.6,4.4,-1.2118,0.0123,0.1109,0.2977,0.0333,0.3628,0.0669,0.2587
234972,-120.9009344974,36.0145267576,-81.1060057548,-222.1167201181,55.755950927734375,80.0,-81.1060057548,-222.1167201181,0.08,135.76,2017.667,6.84069,0.13239,0.364,935.0,376.0,-0.01401,0.06516,0.255,23.3,8.2,2.85943,0.07425,0.272,17.5,5.0,-1.0833,0.0139,0.1179,0.3385,0.0403,0.5166,0.034,0.1844
181247,-120.8679689288,35.9956231212,-78.1576160984,-224.2446704683,390.21852111816406,-140.0,-78.1576160984,-224.2446704683,-0.14,250.22,2017.667,7.82746,0.22909,0.479,2509.0,1427.0,0.23822,0.06215,0.249,36.1,11.3,2.13458,0.11191,0.335,8.5,3.1,-1.1375,0.0134,0.1158,0.3206,0.0375,0.3642,0.0675,0.2598
467146,-120.8263282107,35.9893219091,-74.4142119507,-224.9782607761,683.7595367431641,-450.0,-74.4142119507,-224.9782607761,-0.45,233.76,2017.667,8.77094,0.23767,0.488,6444.0,3759.0,0.52966,0.06619,0.257,55.6,17.1,1.38211,0.11785,0.343,4.0,1.5,-1.1711,0.0132,0.1149,0.31,0.036,0.0812,0.0463,0.2152
205813,-120.8697039588,36.0145267576,-78.2945783659,-222.1429739066,104.8373565673828,90.0,-78.2945783659,-222.1429739066,0.09,194.84,2017.667,7.58883,0.16652,0.408,1976.0,914.0,0.02901,0.06623,0.257,25.2,8.9,2.34761,0.08587,0.293,10.5,3.3,-1.0996,0.0132,0.1149,0.333,0.0386,0.395,0.0546,0.2337
361381,-120.7812174326,35.9152826665,-70.419679934,-233.2385602596,589.7164916992188,-240.0,-70.419679934,-233.2385602596,-0.24,349.72,2017.667,7.84151,0.32348,0.569,2544.0,1848.0,0.33835,0.06676,0.258,42.2,13.5,2.06868,0.15467,0.393,7.9,3.5,-1.1167,0.0143,0.1196,0.3274,0.0396,0.3446,0.0723,0.2689
310002,-120.8159180311,35.9247344847,-73.538511972,-232.162126779,765.3607788085938,-490.0,-73.538511972,-232.162126779,-0.49,275.36,2017.667,8.95337,0.15046,0.388,7734.0,3360.0,0.57651,0.06222,0.249,59.3,17.4,1.22188,0.08086,0.284,3.4,1.0,-1.1296,0.0125,0.1118,0.3232,0.0365,0.1053,0.0259,0.1609
457192,-120.819388091,35.984596,-73.7937796106,-225.5087485051,689.4209899902344,-360.0,-73.7937796106,-225.5087485051,-0.36,329.42,2017.667,8.49297,0.21262,0.461,4880.0,2642.0,0.44338,0.06538,0.256,49.2,15.2,1.5584,0.10561,0.325,4.8,1.7,-1.11,0.0124,0.1114,0.3296,0.037,0.1191,0.051,0.2258
328321,-120.8332683304,35.940487515,-75.0868683289,-230.3983709759,610.7846221923828,-360.0,-75.0868683289,-230.3983709759,-0.36,250.78,2017.667,8.85837,0.12757,0.357,7033.0,2765.0,0.45526,0.05018,0.224,50.1,12.9,1.2738,0.06776,0.26,3.6,1.0,-1.0537,0.0112,0.1058,0.3486,0.0372,0.0967,0.0395,0.1987
290104,-120.8245931807,35.9074061513,-74.3371260435,-234.0805156034,481.74945068359375,-210.0,-74.3371260435,-234.0805156034,-0.21,271.75,2017.667,7.60297,0.27504,0.524,2004.0,1294.0,0.33557,0.06394,0.253,42.0,13.1,2.23558,0.13297,0.365,9.4,3.8,-1.1296,0.0134,0.1158,0.3232,0.0378,0.3587,0.072,0.2683
300336,-120.8003027618,35.9200085756,-72.1355770928,-232.6991678479,256.8967590332031,50.0,-72.1355770928,-232.6991678479,0.05,306.9,2017.667,6.7175,0.17066,0.413,827.0,388.0,0.11313,0.06422,0.253,29.3,9.8,2.91575,0.08684,0.295,18.5,5.8,-1.1532,0.0124,0.1114,0.3156,0.0355,0.3958,0.066,0.2569
372192,-120.7898925822,35.9278850907,-71.1899828459,-231.8319604731,236.6370849609375,140.0,-71.1899828459,-231.8319604731,0.14,376.64,2017.667,6.39551,0.18727,0.433,599.0,299.0,0.03876,0.06629,0.257,25.7,9.0,3.12743,0.09421,0.307,22.8,7.5,-1.1117,0.0132,0.1149,0.329,0.0382,0.4213,0.0678,0.2604
